HCPCS_CD,HCPCS_CD_DESC
80305,"TESTING FOR PRESENCE OF DRUG, READ BY DIRECT OBSERVATION"
80306,"TESTING FOR PRESENCE OF DRUG, READ BY INSTRUMENT ASSISTED OBSERVATION"
80307,"TESTING FOR PRESENCE OF DRUG, BY CHEMISTRY ANALYZERS"
80320,ALCOHOLS LEVELS
80321,"ALCOHOLS LEVELS, 1 OR 2"
80322,"ALCOHOLS LEVELS, 3 OR MORE"
80323,ALKALOIDS LEVELS
80324,"AMPHETAMINES LEVELS, 1 OR 2"
80325,"AMPHETAMINES LEVELS, 3 OR 4"
80326,"AMPHETAMINES LEVELS, 5 OR MORE"
80327,"ANABOLIC STEROIDS LEVELS, 1 OR 2"
80328,"ANABOLIC STEROIDS LEVELS, 3 OR MORE"
80329,"ANALGESICS LEVELS, 1 OR 2"
80330,"ANALGESICS LEVELS, 3-5"
80331,"ANALGESICS LEVELS, 6 OR MORE"
80332,"ANTIDEPRESSANTS LEVELS, 1 OR 2 (SEROTONERGIC CLASS)"
80333,"ANTIDEPRESSANTS LEVELS, 3-5 (SEROTONERGIC CLASS)"
80334,"ANTIDEPRESSANTS LEVELS, 6 OR MORE (SEROTONERGIC CLASS)"
80335,"ANTIDEPRESSANTS LEVELS, 1 OR 2 (TRICYCLIC AND OTHER CYCLICALS)"
80336,"ANTIDEPRESSANTS LEVELS, 3-5 (TRICYCLIC AND OTHER CYCLICALS)"
80337,"ANTIDEPRESSANTS LEVELS, 6 OR MORE (TRICYCLIC AND OTHER CYCLICALS)"
80338,"ANTIDEPRESSANTS LEVELS, NOT SPECIFIED"
80339,"ANTIEPILEPTICS LEVELS, 1-3"
80340,"ANTIEPILEPTICS LEVELS, 4-6"
80341,"ANTIEPILEPTICS LEVELS, 7 OR MORE"
80342,"ANTIPSYCHOTICS LEVELS, 1-3"
80343,"ANTIPSYCHOTICS LEVELS, 4-6"
80344,"ANTIPSYCHOTICS LEVELS, 7 OR MORE"
80345,BARBITURATES LEVELS
80346,"BENZODIAZEPINES LEVELS, 1-12"
80347,"BENZODIAZEPINES LEVELS, 13 OR MORE"
80348,BUPRENORPHINE LEVEL
80349,"CANNABINOIDS LEVELS, NATURAL"
80350,"CANNABINOIDS LEVELS, SYNTHETIC, 1-3"
80351,"CANNABINOIDS LEVELS, SYNTHETIC, 4-6"
80352,"CANNABINOIDS LEVELS, SYNTHETIC, 7 OR MORE"
80353,COCAINE LEVEL
80354,FENTANYL LEVEL
80355,GABAPENTIN LEVEL NON-BLOOD
80356,HEROIN METABOLITE LEVEL
80357,KETAMINE AND NORKETAMINE LEVELS
80358,METHADONE LEVEL
80359,METHYLENEDIOXYAMPHETAMINES LEVELS
80360,METHYLPHENIDATE LEVEL
80361,OPIATES LEVELS
80362,"OPIOIDS LEVELS, 1 OR 2"
80363,"OPIOIDS LEVELS, 3 OR 4"
80364,"OPIOIDS LEVELS, 5 OR MORE"
80365,OXYCODONE LEVELS
80366,PREGABALIN LEVEL
80367,PROPOXYPHENE LEVEL
80368,SEDATIVE HYPNOTICS (NON-BENZODIAZEPINES) LEVELS
80369,"SKELETAL MUSCLE RELAXANTS LEVELS, 1 OR 2"
80370,"SKELETAL MUSCLE RELAXANTS LEVELS, 3 OR MORE"
80371,SYNTHETIC STIMULANTS LEVELS
80372,TAPENTADOL LEVEL
80373,TRAMADOL LEVEL
80374,STEREOISOMER (ENANTIOMER) DRUG ANALYSIS
80375,"DRUGS OR SUBSTANCES MEASUREMENT, 1-3"
80376,"DRUGS OR SUBSTANCES MEASUREMENT, 4-6"
80377,"DRUGS OR SUBSTANCES MEASUREMENT, 7 OR MORE"
80400,HORMONAL PANEL FOR ADRENAL GLAND ASSESSMENT (ADRENAL GLAND INSUFFICIENCY)
80402,HORMONE PANEL FOR ADRENAL GLAND ASSESSMENT (21 HYDROXYLASE DEFICIENCY)
80406,HORMONE PANEL ADRENAL GLAND ASSESSMENT (3 BETA-HYDROXYDEHYDROGENASE DEFICIENCY)
80408,ALDOSTERONE SUPPRESSION EVALUATION PANEL
80410,CALCITONIN STIMULATION PANEL
80412,ADRENAL GLAND STIMULATION PANEL
80414,REPRODUCTIVE HORMONE PANEL (TESTOSTERONE)
80415,REPRODUCTIVE HORMONE PANEL (ESTRADIOL)
80416,RENAL VEIN RENIN (KIDNEY ENZYME) STIMULATION PANEL
80417,PERIPHERAL VEIN RENIN (KIDNEY ENZYME) STIMULATION PANEL
80418,ANTERIOR PITUITARY GLAND EVALUATION PANEL
80420,"DEXAMETHASONE (STEROID) SUPPRESSION EVALUATION PANEL, 48 HOUR"
80422,GLUCAGON (HORMONE) TOLERANCE PANEL TO EVALUATE FOR INSULINOMA (PANCREATIC TUMOR)
80424,GLUCAGON (HORMONE) TOLERANCE PANEL TO EVALUATE FOR PHEOCHROMOCYTOMA (ADRENAL GLAND TUMOR)
80426,GONADOTROPIN RELEASING HORMONE (REPRODUCTIVE HORMONE) PANEL
80428,GROWTH HORMONE STIMULATION PANEL
80430,GROWTH HORMONE SUPPRESSION PANEL
80432,INSULIN-INDUCED C-PEPTIDE (PROTEIN) SUPPRESSION PANEL
80434,INSULIN TOLERANCE PANEL FOR ACTH (ADRENAL GLAND HORMONE) INSUFFICIENCY
80435,INSULIN TOLERANCE PANEL FOR GROWTH HORMONE DEFICIENCY
80436,METYRAPONE (HORMONE ANTIBODY) PANEL
80438,"THYROTROPIN RELEASING HORMONE (TRH) (HYPOTHALAMUS HORMONE) STIMULATION PANEL, 1 HOUR"
80439,"THYROTROPIN RELEASING HORMONE (TRH) (HYPOTHALAMUS HORMONE) STIMULATION PANEL, 2 HOUR"
80440,THYROTROPIN RELEASING HORMONE (TRH) (HYPOTHALAMUS HORMONE) STIMULATION PANEL
80500,CLINICAL PATHOLOGY CONSULTATION
80502,"COMPREHENSIVE, CLINICAL PATHOLOGY CONSULTATION"
80503,"PATHOLOGY CLINICAL CONSULTATION FOR CLINICAL PROBLEM, 5-20 MINUTES"
80504,"PATHOLOGY CLINICAL CONSULTATION FOR MODERATELY COMPLEX CLINICAL PROBLEM, 21-40 MINUTES"
80505,"PATHOLOGY CLINICAL CONSULTATION FOR COMPLEX CLINICAL PROBLEM, 41-60 MINUTES"
80506,"PATHOLOGY CLINICAL CONSULTATION, ADDITIONAL 30 MINUTES"
81000,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, NON-AUTOMATED"
81001,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, AUTOMATED"
81002,"URINALYSIS, MANUAL TEST"
81003,AUTOMATED URINALYSIS TEST
81005,"ANALYSIS OF URINE, EXCEPT IMMUNOASSAYS"
81007,URINALYSIS FOR BACTERIA
81015,URINALYSIS USING MICROSCOPE
81020,"URINALYSIS, 2 OR 3 GLASS TEST"
81025,URINE PREGNANCY TEST
81050,URINE VOLUME MEASUREMENT
81099,UNLISTED ANALYSIS OF URINE
81105,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 1) FOR COMMON VARIANT
81106,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 2) FOR COMMON VARIANT
81107,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 3) FOR COMMON VARIANT
81108,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 4) FOR COMMON VARIANT
81109,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 5) FOR COMMON VARIANT
81110,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 6) FOR COMMON VARIANT
81111,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 9) FOR COMMON VARIANT
81112,GENE ANALYSIS (HUMAN PLATELET ANTIGEN 15) FOR COMMON VARIANT
81120,"GENE ANALYSIS (ISOCITRATE DEHYDROGENASE 1 [NADP+], SOLUBLE) FOR COMMON VARIANTS"
81121,"GENE ANALYSIS (ISOCITRATE DEHYDROGENASE 2 [NADP+], MITOCHONDRIAL) FOR COMMON VARIANTS"
81161,GENE ANALYSIS (DYSTROPHIN)
81162,GENE ANALYSIS (BREAST CANCER 1 AND 2) OF FULL SEQUENCE AND ANALYSIS FOR DUPLICATION OR DELETION VARIANTS
81163,GENE ANALYSIS (BREAST CANCER 1 AND 2) OF FULL SEQUENCE
81164,GENE ANALYSIS (BREAST CANCER 1 AND 2) FOR DUPLICATION OR DELETION VARIANTS
81165,GENE ANALYSIS (BREAST CANCER 1) OF FULL SEQUENCE
81166,GENE ANALYSIS (BREAST CANCER 1) FOR DUPLICATION OR DELETION VARIANTS
81167,GENE ANALYSIS (BREAST CANCER 2) FOR DUPLICATION OR DELETION VARIANTS
81168,GENE ANALYSIS (CCND1/IGH (T(11;14))) TRANSLOCATION ANALYSIS
81170,"GENE ANALYSIS (ABL PROTO-ONCOGENE 1, NON-RECEPTOR TYROSINE KINASE)"
81171,GENE ANALYSIS (FRAGILE X INTELLECTUAL DISABILITY 2) FOR DETECTION OF ABNORMAL ALLELES
81172,GENE ANALYSIS (FRAGILE X INTELLECTUAL DISABILITY 2) FOR CHARACTERIZATION OF ALLELES
81173,GENE ANALYSIS (ANDROGEN RECEPTOR) OF FULL SEQUENCE
81174,GENE ANALYSIS (ANDROGEN RECEPTOR) FOR KNOWN FAMILIAL VARIANT
81175,"GENE ANALYSIS (ADDITIONAL SEX COMBS LIKE 1, TRANSCRIPTIONAL REGULATOR) FULL SEQUENCE ANALYSIS"
81176,"GENE ANALYSIS (ADDITIONAL SEX COMBS LIKE 1, TRANSCRIPTIONAL REGULATOR) TARGETED SEQUENCE ANALYSIS"
81177,GENE ANALYSIS (ATROPIN 1) FOR ABNORMAL ALLELES
81178,GENE ANALYSIS (ATAXIN 1) FOR ABNORMAL ALLELES
81179,GENE ANALYSIS (ATAXIN 2) FOR ABNORMAL ALLELES
81180,GENE ANALYSIS (ATAXIN 3) FOR ABNORMAL ALLELES
81181,GENE ANALYSIS (ATAXIN 7) FOR ABNORMAL ALLELES
81182,GENE ANALYSIS (ATAXIN 8 OPPOSITE STRAND [NON-PROTEIN CODING]) FOR ABNORMAL ALLELES
81183,GENE ANALYSIS (ATAXIN 10) FOR ABNORMAL ALLELES
81184,GENE ANALYSIS (CALCIUM VOLTAGE-GATED CHANNEL SUBUNIT ALPHA1 A) FOR ABNORMAL ALLELES
81185,GENE ANALYSIS (CALCIUM VOLTAGE-GATED CHANNEL SUBUNIT ALPHA1 A) OF FULL SEQUENCE
81186,GENE ANALYSIS (CALCIUM VOLTAGE-GATED CHANNEL SUBUNIT ALPHA1 A) FOR KNOWN FAMILIAL VARIANT
81187,GENE ANALYSIS (CCH-TYPE ZINC FINGER NUCLEIC ACID BINDING PROTEIN) FOR ABNORMAL ALLELES
81188,GENE ANALYSIS (CYSTATIN B) FOR ABNORMAL ALLELES
81189,GENE ANALYSIS (CYSTATIN B) OF FULL SEQUENCE
81190,GENE ANALYSIS (CYSTATIN B) FOR KNOWN FAMILIAL VARIANTS
81191,GENE ANALYSIS (NEUROTROPHIC RECEPTOR TYROSINE KINASE 1) TRANSLOCATION ANALYSIS
81192,GENE ANALYSIS (NEUROTROPHIC RECEPTOR TYROSINE KINASE 2) TRANSLOCATION ANALYSIS
81193,GENE ANALYSIS (NEUROTROPHIC RECEPTOR TYROSINE KINASE 3) TRANSLOCATION ANALYSIS
81194,"GENE ANALYSIS (NEUROTROPHIC RECEPTOR TYROSINE KINASE 1, 2, AND 3) TRANSLOCATION ANALYSIS"
81195,OPTICAL GENOME MAPPING FOR HEMATOLOGIC MALIGNANCY
81200,GENE ANALYSIS (ASPARTOACYLASE)
81201,"GENE ANALYSIS (ADENOMATOUS POLYPOSIS COLI), FULL GENE SEQUENCE"
81202,"GENE ANALYSIS (ADENOMATOUS POLYPOSIS COLI), KNOWN FAMILIAL VARIANTS"
81203,"GENE ANALYSIS (ADENOMATOUS POLYPOSIS COLI), DUPLICATION OR DELETION VARIANTS"
81204,GENE ANALYSIS (ANDROGEN RECEPTOR) FOR CHARACTERIZATION OF ALLELES
81205,"GENE ANALYSIS (BRANCHED-CHAIN KETO ACID DEHYDROGENASE E1, BETA POLYPEPTIDE)"
81206,TRANSLOCATION ANALYSIS (BCR/ABL1) MAJOR BREAKPOINT
81207,TRANSLOCATION ANALYSIS (BCR/ABL1) MINOR BREAKPOINT
81208,TRANSLOCATION ANALYSIS (BCR/ABL1) OTHER BREAKPOINT
81209,"GENE ANALYSIS (BLOOM SYNDROME, RECQ HELICASE-LIKE)"
81210,GENE ANALYSIS (V-RAF MURINE SARCOMA VIRAL ONCOGENE HOMOLOG B1)
81211,GENE ANALYSIS (BREAST CANCER 1 AND 2) FULL SEQUENCE AND COMMON DUPLICATION OR DELETION VARIANTS
81212,"GENE ANALYSIS (BREAST CANCER 1 AND 2) FOR 185DELAG, 5385INSC, 6174DELT VARIANTS"
81213,GENE ANALYSIS (BREAST CANCER 1 AND 2) UNCOMMON DUPLICATION OR DELETION VARIANTS
81214,GENE ANALYSIS (BREAST CANCER 1) FULL SEQUENCE AND COMMON DUPLICATION OR DELETION VARIANTS
81215,GENE ANALYSIS (BREAST CANCER 1) FOR KNOWN FAMILIAL VARIANT
81216,GENE ANALYSIS (BREAST CANCER 2) OF FULL SEQUENCE
81217,GENE ANALYSIS (BREAST CANCER 2) FOR KNOWN FAMILIAL VARIANT
81218,"GENE ANALYSIS (CCAAT/ENHANCER BINDING PROTEIN [C/EBP], ALPHA) FULL GENE SEQUENCE"
81219,"GENE ANALYSIS (CALRETICULIN), COMMON VARIANTS"
81220,GENE ANALYSIS (CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULAR) COMMON VARIANTS
81221,GENE ANALYSIS (CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULAR) KNOWN FAMILIAL VARIANTS
81222,GENE ANALYSIS (CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULAR) DUPLICATION OR DELETION VARIANTS
81223,GENE ANALYSIS (CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULAR) FULL GENE SEQUENCE
81224,GENE ANALYSIS (CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULAR) INTRON 8 POLY-T
81225,"GENE ANALYSIS (CYTOCHROME P450, FAMILY 2, SUBFAMILY C, POLYPEPTIDE 19) COMMON VARIANTS"
81226,"GENE ANALYSIS (CYTOCHROME P450, FAMILY 2, SUBFAMILY D, POLYPEPTIDE 6) COMMON VARIANTS"
81227,"GENE ANALYSIS (CYTOCHROME P450, FAMILY 2, SUBFAMILY C, POLYPEPTIDE 9) COMMON VARIANTS"
81228,GENOME-WIDE MICROARRAY ANALYSIS FOR COPY NUMBER VARIANTS
81229,GENOME-WIDE MICROARRAY ANALYSIS FOR COPY NUMBER AND SINGLE NUCLEOTIDE POLYMORPHISM (SNP) VARIANTS
81230,GENE ANALYSIS (CYTOCHROME P450 FAMILY 3 SUBFAMILY A MEMBER 4) FOR COMMON VARIANT
81231,GENE ANALYSIS (CYTOCHROME P450 FAMILY 3 SUBFAMILY A MEMBER 5) FOR COMMON VARIANT
81232,GENE ANALYSIS (DIHYDROPYRIMIDINE DEHYDROGENASE) FOR COMMON VARIANT
81233,GENE ANALYSIS (BRUTON'S TYROSINE KINASE) FOR COMMON VARIANTS
81234,GENE ANALYSIS (DM1 PROTEIN KINASE) FOR ABNORMAL ALLELES
81235,"GENE ANALYSIS (EPIDERMAL GROWTH FACTOR RECEPTOR), COMMON VARIANTS"
81236,GENE ANALYSIS (ENHANCER OF ZESTE 2 POLYCOMB REPRESSIVE COMPLEX 2 SUBUNIT) OF FULL SEQUENCE
81237,GENE ANALYSIS (ENHANCER OF ZESTE 2 POLYCOMB REPRESSIVE COMPLEX 2 SUBUNIT) FOR COMMON VARIANTS
81238,GENE ANALYSIS (COAGULATION FACTOR IX) FULL SEQUENCE ANALYSIS
81239,GENE ANALYSIS (DM1 PROTEIN KINASE) FOR CHARACTERIZATION OF ALLELES
81240,"GENE ANALYSIS (PROTHROMBIN, COAGULATION FACTOR II) A VARIANT"
81241,GENE ANALYSIS (COAGULATION FACTOR V) LEIDEN VARIANT
81242,"GENE ANALYSIS (FANCONI ANEMIA, COMPLEMENTATION GROUP C) COMMON VARIANT"
81243,"GENE ANALYSIS (FRAGILE X SYNDROME, X-LINKED INTELLECTUAL DISABILITY) FOR DETECTION OF ABNORMAL ALLELES"
81244,"GENE ANALYSIS (FRAGILE X SYNDROME, X-LINKED INTELLECTUAL DISABILITY) FOR CHARACTERIZATION OF ALLELES"
81245,GENE ANALYSIS (FMS-RELATED TYROSINE KINASE 3) INTERNAL TANDEM DUPLICATION VARIANTS
81246,TEST FOR DETECTING GENES ASSOCIATED WITH BLOOD CANCER
81247,GENE ANALYSIS (GLUCOSE-6-PHOSPHATE DEHYDROGENASE) FOR COMMON VARIANT
81248,GENE ANALYSIS (GLUCOSE-6-PHOSPHATE DEHYDROGENASE) FOR KNOWN FAMILIAL VARIANT
81249,GENE ANALYSIS (GLUCOSE-6-PHOSPHATE DEHYDROGENASE) FULL SEQUENCE ANALYSIS
81250,"GENE ANALYSIS (GLUCOSE-6-PHOSPHATASE, CATALYTIC SUBUNIT) COMMON VARIANTS"
81251,"GENE ANALYSIS (GLUCOSIDASE, BETA, ACID) COMMON VARIANTS"
81252,"GENE ANALYSIS (GAP JUNCTION PROTEIN, BETA 2, 26KDA, CONNEXIN 26), FULL GENE SEQUENCE"
81253,"GENE ANALYSIS (GAP JUNCTION PROTEIN, BETA 2, 26KDA, CONNEXIN 26), KNOWN FAMILIAL VARIANTS"
81254,"GENE ANALYSIS (GAP JUNCTION PROTEIN, BETA 6, 30KDA, CONNEXIN 30), COMMON VARIANTS"
81255,GENE ANALYSIS (HEXOSAMINIDASE A) COMMON VARIANTS
81256,GENE ANALYSIS (HEMOCHROMATOSIS) COMMON VARIANTS
81257,GENE ANALYSIS (ALPHA GLOBIN 1 AND ALPHA GLOBIN 2) FOR COMMON DELETIONS OR VARIANT
81258,GENE ANALYSIS (ALPHA GLOBIN 1 AND ALPHA GLOBIN 2) FOR KNOWN FAMILIAL VARIANT
81259,GENE ANALYSIS (ALPHA GLOBIN 1 AND ALPHA GLOBIN 2) FULL SEQUENCE ANALYSIS
81260,"GENE ANALYSIS (INHIBITOR OF KAPPA LIGHT POLYPEPTIDE GENE ENHANCER IN B-CELLS, KINASE COMPLEX-ASSOCIATED PROTEIN) COMMON VARIANTS"
81261,GENE REARRANGEMENT ANALYSIS (IMMUNOGLOBULIN HEAVY CHAIN LOCUS) TO DETECT ABNORMAL CLONAL POPULATION AMPLIFIED METHODOLOGY
81262,GENE REARRANGEMENT ANALYSIS (IMMUNOGLOBULIN HEAVY CHAIN LOCUS) TO DETECT ABNORMAL CLONAL POPULATION DIRECT PROBE METHODOLOGY
81263,"GENE REARRANGEMENT ANALYSIS (IMMUNOGLOBULIN HEAVY CHAIN LOCUS), VARIABLE REGION SOMATIC MUTATION ANALYSIS"
81264,GENE REARRANGEMENT ANALYSIS (IMMUNOGLOBULIN KAPPA LIGHT CHAIN LOCUS) TO DETECT ABNORMAL CLONAL POPULATION
81265,COMPARATIVE ANALYSIS USING SHORT TANDEM REPEAT (STR) MARKERS OF PATIENT AND SPECIMEN
81266,"COMPARATIVE ANALYSIS USING SHORT TANDEM REPEAT (STR) MARKERS OF PATIENT AND SPECIMEN, EACH ADDITIONAL SPECIMEN"
81267,"CHIMERISM ANALYSIS POST TRANSPLANTATION, WITHOUT CELL SELECTION"
81268,"CHIMERISM ANALYSIS POST TRANSPLANTATION, WITH CELL SELECTION"
81269,GENE ANALYSIS (ALPHA GLOBIN 1 AND ALPHA GLOBIN 2) FOR DUPLICATION/DELETION VARIANTS
81270,GENE ANALYSIS (JANUS KINASE 2) VARIANT
81271,GENE ANALYSIS (HUNTINGTIN) FOR ABNORMAL ALLELES
81272,"GENE ANALYSIS (V-KIT HARDY-ZUCKERMAN 4 FELINE SARCOMA VIRAL ONCOGENE HOMOLOG), TARGETED SEQUENCE"
81273,"GENE ANALYSIS (V-KIT HARDY-ZUCKERMAN 4 FELINE SARCOMA VIRAL ONCOGENE HOMOLOG), D816 VARIANTS"
81274,GENE ANALYSIS (HUNTINGTIN) FOR CHARACTERIZATION OF ALLELES
81275,GENE ANALYSIS (V-KI-RAS2 KIRSTEN RAT SARCOMA VIRAL ONCOGENE) VARIANTS IN CODONS 12 AND 13
81276,"GENE ANALYSIS (KIRSTEN RAT SARCOMA VIRAL ONCOGENE HOMOLOG), ADDITIONAL VARIANTS"
81277,CANCER CYTOGENOMIC ARRAY GENE ANALYSIS
81278,GENE ANALYSIS (IGH@/BCL2 (T(14;18)) TRANSLOCATION ANALYSIS
81279,GENE ANALYSIS (JANUS KINASE 2) TARGETED SEQUENCE ANALYSIS
81280,GENE ANALYSIS (LONG QT SYNDROME) FULL SEQUENCE ANALYSIS
81281,GENE ANALYSIS (LONG QT SYNDROME) KNOWN FAMILIAL SEQUENCE VARIANT
81282,GENE ANALYSIS (LONG QT SYNDROME) DUPLICATION OR DELETION VARIANTS
81283,"GENE ANALYSIS (INTERFERON, LAMBDA 3) FOR RS12979860 VARIANT"
81284,GENE ANALYSIS (FRATAXIN) FOR ABNORMAL ALLELES
81285,GENE ANALYSIS (FRATAXIN) FOR CHARACTERIZATION OF ALLELES
81286,GENE ANALYSIS (FRATAXIN) OF FULL SEQUENCE
81287,GENE ANALYSIS (O-6-METHYLGUANINE-DNA METHYLTRANSFERASE) FOR PROMOTER METHYLATION
81288,"TEST FOR DETECTING GENES ASSOCIATED WITH COLON CANCER, PROMOTER METHYLATION ANALYSIS"
81289,GENE ANALYSIS (FRATAXIN) FOR KNOWN FAMILIAL VARIANTS
81290,GENE ANALYSIS (MUCOLIPIN 1) COMMON VARIANTS
81291,"GENE ANALYSIS (5, 10-METHYLENETETRAHYDROFOLATE REDUCTASE) COMMON VARIANTS"
81292,"GENE ANALYSIS (MUTL HOMOLOG 1, COLON CANCER, NONPOLYPOSIS TYPE 2) FULL SEQUENCE ANALYSIS"
81293,"GENE ANALYSIS (MUTL HOMOLOG 1, COLON CANCER, NONPOLYPOSIS TYPE 2) KNOWN FAMILIAL VARIANTS"
81294,"GENE ANALYSIS (MUTL HOMOLOG 1, COLON CANCER, NONPOLYPOSIS TYPE 2) DUPLICATION OR DELETION VARIANTS"
81295,"GENE ANALYSIS (MUTS HOMOLOG 2, COLON CANCER, NONPOLYPOSIS TYPE 1) FULL SEQUENCE ANALYSIS"
81296,"GENE ANALYSIS (MUTS HOMOLOG 2, COLON CANCER, NONPOLYPOSIS TYPE 1) KNOWN FAMILIAL VARIANTS"
81297,"GENE ANALYSIS (MUTS HOMOLOG 2, COLON CANCER, NONPOLYPOSIS TYPE 1) DUPLICATION OR DELETION VARIANTS"
81298,GENE ANALYSIS (MUTS HOMOLOG 6 [E COLI]) FULL SEQUENCE ANALYSIS
81299,GENE ANALYSIS (MUTS HOMOLOG 6 [E COLI]) KNOWN FAMILIAL VARIANTS
81300,GENE ANALYSIS (MUTS HOMOLOG 6 [E COLI]) DUPLICATION OR DELETION VARIANTS
81301,MICROSATELLITE INSTABILITY ANALYSIS
81302,GENE ANALYSIS (METHYL CPG BINDING PROTEIN 2) FULL SEQUENCE ANALYSIS
81303,GENE ANALYSIS (METHYL CPG BINDING PROTEIN 2) KNOWN FAMILIAL VARIANT
81304,GENE ANALYSIS (METHYL CPG BINDING PROTEIN 2) DUPLICATION OR DELETION VARIANTS
81305,GENE ANALYSIS (MYELOID DIFFERENTIATION PRIMARY RESPONSE 88) FOR P.LEU265PRO VARIANT
81306,GENE ANALYSIS (NUDIX HYDROLASE 15) FOR COMMON VARIANTS
81307,GENE ANALYSIS (PARTNER AND LOCALIZER OF BRCA2) FULL SEQUENCE ANALYSIS
81308,GENE ANALYSIS (PARTNER AND LOCALIZER OF BRCA2) FOR DETECTION OF KNOWN FAMILIAL VARIANT
81309,GENE ANALYSIS (PARTNER AND LOCALIZER OF BRCA2) TARGETED SEQUENCE ANALYSIS
81310,GENE ANALYSIS (NUCLEOPHOSMIN) EXON 12 VARIANTS
81311,GENE ANALYSIS FOR CANCER (NEUROBLASTOMA)
81312,GENE ANALYSIS (POLY[A] BINDING PROTEIN NUCLEAR 1) FOR ABNORMAL ALLELES
81313,TEST FOR DETECTING GENES ASSOCIATED WITH PROSTATE CANCER
81314,"GENE ANALYSIS ((PLATELET-DERIVED GROWTH FACTOR RECEPTOR, ALPHA POLYPEPTIDE) TARGETED SEQUENCE"
81315,TRANSLOCATION ANALYSIS (PML-RARA REGULATED ADAPTOR MOLECULE 1) COMMON BREAKPOINT
81316,TRANSLOCATION ANALYSIS (PML-RARA REGULATED ADAPTOR MOLECULE 1) SINGLE BREAKPOINT
81317,GENE ANALYSIS (POSTMEIOTIC SEGREGATION INCREASED 2 [S CEREVISIAE]) FULL SEQUENCE ANALYSIS
81318,GENE ANALYSIS (POSTMEIOTIC SEGREGATION INCREASED 2 [S CEREVISIAE]) KNOWN FAMILIAR VARIANTS
81319,GENE ANALYSIS (POSTMEIOTIC SEGREGATION INCREASED 2 [S CEREVISIAE]) DUPLICATION OR DELETION VARIANTS
81320,GENE ANALYSIS (PHOSPHOLIPASE C GAMMA 2) FOR COMMON VARIANTS
81321,"GENE ANALYSIS (PHOSPHATASE AND TENSIN HOMOLOG), FULL SEQUENCE ANALYSIS"
81322,"GENE ANALYSIS (PHOSPHATASE AND TENSIN HOMOLOG), KNOWN FAMILIAL VARIANT"
81323,"GENE ANALYSIS (PHOSPHATASE AND TENSIN HOMOLOG), DUPLICATION OR DELETION VARIANT"
81324,"GENE ANALYSIS (PERIPHERAL MYELIN PROTEIN 22), DUPLICATION OR DELETION ANALYSIS"
81325,"GENE ANALYSIS (PERIPHERAL MYELIN PROTEIN 22), FULL SEQUENCE ANALYSIS"
81326,"GENE ANALYSIS (PERIPHERAL MYELIN PROTEIN 22), KNOWN FAMILIAL VARIANT"
81327,GENE ANALYSIS (SEPTIN9) FOR PROMOTER METHYLATION
81328,"GENE ANALYSIS (SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 1B1) FOR COMMON VARIANT"
81329,"GENE ANALYSIS (SURVIVAL OF MOTOR NEURON 1, TELOMERIC) FOR DOSAGE/DELETION"
81330,"GENE ANALYSIS (SPHINGOMYELIN PHOSPHODIESTERASE 1, ACID LYSOSOMAL) COMMON VARIANTS"
81331,METHYLATION ANALYSIS (SMALL NUCLEAR RIBONUCLEOPROTEIN POLYPEPTIDE N AND UBIQUITIN PROTEIN LIGASE E3A)
81332,"GENE ANALYSIS (SERPIN PEPTIDASE INHIBITOR, CLADE A, ALPHA-1 ANTIPROTEINASE, ANTITRYPSIN, MEMBER 1) COMMON VARIANTS"
81333,GENE ANALYSIS (TRANSFORMING GROWTH FACTOR BETA-INDUCED) FOR COMMON VARIANTS
81334,GENE ANALYSIS (RUNT RELATED TRANSCRIPTION FACTOR 1) TARGETED SEQUENCE ANALYSIS
81335,GENE ANALYSIS (THIOPURINE S-METHYLTRANSFERASE) FOR COMMON VARIANT
81336,"GENE ANALYSIS (SURVIVAL OF MOTOR NEURON 1, TELOMERIC) OF FULL SEQUENCE"
81337,"GENE ANALYSIS (SURVIVAL OF MOTOR NEURON 1, TELOMERIC) FOR KNOWN FAMILIAL SEQUENCE VARIANTS"
81338,"GENE ANALYSIS (MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR) FOR DETECTION OF COMMON VARIANTS"
81339,"GENE ANALYSIS (MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR) SEQUENCE ANALYSIS OF EXON 10"
81340,GENE ANALYSIS (T CELL ANTIGEN RECEPTOR BETA) AMPLIFICATION METHODOLOGY
